chiefcomplaint,total_cases_F,total_cases_M,deaths_F,deaths_M,survivors_F,survivors_M,mortality_rate_F,mortality_rate_M
", Allergic reaction",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
", Altered mental status, s/p Fall",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
", Anemia",0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
", Cat bite",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
", Chest pain, BRADY",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
", Dyspnea",8.0,13.0,1.0,0.0,7.0,13.0,12.5,0.0
", Headache",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
", Hematemesis, Fever",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
", L Ankle swelling",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
", L Hand pain, REDNESS",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
", L Wrist pain",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
", Lower back pain",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
", R Arm swelling, R Arm DVT",0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
", Respiratory distress",0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
", Right sided abdominal pain, Cough",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
", Right sided abdominal pain, N/V",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
", SAH",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
", SAH, Transfer",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
", n/v/d",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
", n/v/d, Syncope",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
",MYALGIAS",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-,32.0,60.0,2.0,2.0,30.0,58.0,6.2,3.3000000000000003
--,0.0,21.0,0.0,1.0,0.0,20.0,0.0,4.8
.,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0
.SI,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
/ PSYCHOSIS,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
/ R FOOT GANGRENE,0.0,5.0,0.0,2.0,0.0,3.0,0.0,40.0
"/ WITHDRAWAL, ETOH",0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
/FB IN ESOPHAGUS,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0
/O  UTI,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1 MONTH OF INTERMITTENT CHEST TIGHTNESS,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
1 WEEK BLURRED VISION,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
10 FALLS TODAY,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
10 FOOT FALL,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
10 FT FALL,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
10 YEARS OF ABDOMINAL PAIN,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
12 FEET FALL ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12 FT FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12 WEEKS PREGNANT-VAG BLEEDING,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
12' FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13 WEEKS PREGNANT - VOMITING AND ABD PAIN,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
15 FOOT FALL,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
15 FT FALL,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
15' FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
150,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
19 WEEKS GESTATION/CRAMPING AND SPOTTING,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1ST TIME SZ,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2,5.0,6.0,0.0,1.0,5.0,5.0,0.0,16.7
2 DAYS OF CHANGE MS,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
2 EPISODES OF BLOOD ON TOLET PAPER,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2 FINGER CRUSHING INJURY,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2 FINGER LACERATION,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
2 WEEKS OF COGNITIVE DECLINE,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
20  FT FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20 FT FALL,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
20 WEEKS PREG/ABD PAIN,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20' FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20'FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24 WEEKS GESTATION,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
24' FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"25""FALL",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
"25""FALL ",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25' FALL,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
25FT FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2ND DEGREE BURN L NECK,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
2ND RABIES SHOT,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0
2ND RABIES VACCINE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2ND TROPONIN/NO CHEST PAIN NOW,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2ND/3RD FINGER RIGHT HAND DEFORMITY/PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3 DAYS CHEST PAIN,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
3 DAYS DIZZINESS,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
3 SEIZURES,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
3 WEEK CHANGE IN MENTAL STATUS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3 WEEKS COUGH,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0
3&4TH DIGIT INJURY,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3-5 ABCESSES,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
30 FD FALL,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
30 FOOT FALL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"30 FOOT FALL, L Ankle pain",0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
30 WEEKS PREG /ABD PAIN,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
"30""FT FALL",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30F FALL OFF ROOF,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
353,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37 PREG/DYSPNEA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3RD DEGREE HB,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3RD DEGREE HEART BLOCK,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
3RD DIGIT INJURY,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3RD FINGER PAIN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3RD LEFT FINGER DISLOCATED,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
3RD RABIES SHOT,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3RD RIGHT DIGIT LACERATION,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3RD RIGHT FINGER NUMBNESS/CAST EVAL,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3RD STORY FALL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40LB WEIGHT LOSS,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
4TH DIGIT LAC LEFT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4TH DIGIT LACERATION,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4TH DIGIT NAIL AVULSION,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4TH FINGER LACERATION,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4TH TOE INJURY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4TH VISIT TODAY,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
5 MM  KIDNEY  STONE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5 MO PREG BACK PAIN,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
5 TH DIGIT PAIN,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5TH DIGIT SWELLING,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
5TH DISTAL METATARSAL  FX,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
5TH FINGER DEFORMITY,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5TH FINGER LAC,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5TH FINGER OPEN FX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"6""-8"" FALL CHEST TRAUMA",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60 FOOT FALL ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6MONTHS PREG/SZ,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
"7 FT FALL, PELVIC FX, Transfer",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7 MONTHS  PREG,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
7 STORY FALL,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7 WEEKS PREG/BLEEDING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"7 WEEKS PREGNANT- NAUSEA, VOMITING, RLQ PAIN",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8 WEEKS PREG/ BLEEDING,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8# WEIGHT GAIN,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
8' FALL,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
?,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
? +US FINDINGS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? AAA,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? ABCESS,14.0,0.0,2.0,0.0,12.0,0.0,14.299999999999999,0.0
? ABCESS FORMATION,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
? ABCESS GUM  ,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
? ABCESS L CALF,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
? ABCESS LOWER LIP,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? ABCESS NECK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ABCESS ON HEAD,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
? ABD ABCESS,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
? ABD INCISION INFECTION,0.0,5.0,0.0,1.0,0.0,4.0,0.0,20.0
? ABDOMINAL INFECTION,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
? ABNL LABS,4.0,0.0,1.0,0.0,3.0,0.0,25.0,0.0
? ABNORMAL ECHO,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ABNORMAL ECHO R/O AAA,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? ABNORMAL LABS,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
"? ABNORMAL LABS - ""DR. ___ ME TO COME IN""",13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
? ABNORMAL LABS/ FTT,7.0,0.0,1.0,0.0,6.0,0.0,14.299999999999999,0.0
? ABNORMAL US S/P TIPS,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? ACCIDENTAL DRUG INGESTION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ACCIDENTAL OD,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? ACUTE CHOLE,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
? ACUTE LEUKEMIA,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? ADDISONS FLARE ,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? ALCOHOL ABUSE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ALL RXN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ALLERGIC REACTION,30.0,93.0,0.0,0.0,30.0,93.0,0.0,0.0
? ALLERGIC RX,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
? ALLERGIC RXN,16.0,7.0,0.0,0.0,16.0,7.0,0.0,0.0
? ALLERGY TO CBD STENT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? ANAL FISTULA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ANGINA ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ANGIOEDEMA ,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? ANXIETY,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
? ANXIETY ATTACK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? AORTIC DISECTION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? APPY,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? ARTERIAL CLOT LLE,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
? ASPIRATION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ASPIRATION/ LOW SATS,3.0,0.0,2.0,0.0,1.0,0.0,66.7,0.0
? ASSAULT,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
? ASSUALT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? ASTHMA EXAC.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ASTHMA EXACERBATION,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
? BACTEREMIA,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? BACTERIAL INFECTION,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? BARTHOLIN'S CYST,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? BAT EXPOSURE,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0
? BED BUGS,21.0,0.0,2.0,0.0,19.0,0.0,9.5,0.0
? BICEP INJURY,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? BILARY TUBE LEAK,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
? BITES,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? BLEEDING,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? BLOOD TRANSFUSION   LOW HCT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? BOWEL OBSTRUCTION,5.0,0.0,1.0,0.0,4.0,0.0,20.0,0.0
? BREAST INFECTION,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? BROKEN NOSE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? BROKEN RIBS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? BUG BITE,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
? BUG BITES,14.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0
? BUTTOCK ABSCESS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? C-SPINE MASS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? CAUDA EQUINA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? CELLULITIS,38.0,14.0,0.0,0.0,38.0,14.0,0.0,0.0
? CELLULITIS  R ANKLE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? CELLULITIS R ANKLE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? CHANGE MS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? CHEST INFECTION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? CHF EXACERBATION,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? CHICKEN IN ESOPHAGUS,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? CLOGGED J  TUBE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? CODE CORD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? CODE STROKE,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
? CONFUSION,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
? CONJUNCTIVITIS,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
? CONSTIPATION,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
? CONSTIPATION/ABD PAIN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? CONT'D DIARRHEA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? CVA,15.0,28.0,0.0,0.0,15.0,28.0,0.0,0.0
? CYST,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
? DEHYDRATED,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? DEHYDRATION,42.0,0.0,2.0,0.0,40.0,0.0,4.8,0.0
? DELUSIONAL,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? DENTAL ABCESS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? DENTAL INFECTION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? DETACHED RETINA TRANSFER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? DETOX,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
? DISLOCATED SHOULDER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? DIVERTICULITIS PER PCP,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
? DRUG REACTION,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
? DRUGGED AT PARTY WED. NOC.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? DVT,2.0,11.0,0.0,2.0,2.0,9.0,0.0,18.2
? EATING DISORDER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ECTOPIC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ECTOPIC PREGNANCY,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ECTOPIC/ ABD DISCOMFORT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ENDOCARDIATIS,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0
? EPIDURAL ABSCESS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? EPIGLOTTIS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? ETOH,2.0,26.0,0.0,0.0,2.0,26.0,0.0,0.0
? EXPOSURE,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
? EYE FB,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? FACIAL DROOP,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? FALL,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
? FALL OUT OF BED/MS CHANGES,10.0,0.0,1.0,0.0,9.0,0.0,10.0,0.0
? FB IN ESOPHAGUS,7.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0
? FB IN FOOT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? FB IN L EYE,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? FB IN THROAT,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
? FB L PALM,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0
? FB LEFT EYE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? FB R EYE,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? FB RIGHT EYE,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? FEVER,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? FISHBONE IN THROAT,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
? FISTUAL PROBLEM,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
? FISTULA,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
? FOOD BOLUS,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
? FOOD STUCK IN THROAT,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
? FOOT  INFECTION,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
? FOREIGN BODY IN THROAT,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? FROSTBITE ON TOES,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
? FX HAND,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? FX L ANKLE ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? FX L HAND,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? FX R ARM,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? FX R WRIST,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
? FX TIB/FIB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? FX WRIST,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? GI BLEED,0.0,15.0,0.0,2.0,0.0,13.0,0.0,13.3
? GIB,1.0,13.0,0.0,0.0,1.0,13.0,0.0,0.0
? HAND FX,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0
? HEAD BLEED,3.0,11.0,0.0,1.0,3.0,10.0,0.0,9.1
? HEAD INJ S/P UNWITNESSED FALL,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? HEMMORROID,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? HEMMORROIDS,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
? HEMMROID,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? HEMOPTYSIS/ABD DISTENSION,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
? HERNIA,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
? HEROIN OD,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
? HERPES TO MOUTH,57.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0
? HIGH WBC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? HIVES,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
? ICH,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
? INC HERNIA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? INFECTED BUG BITES,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? INFECTED CYST,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
? INFECTED FINGER,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
? INFECTED L  RING FINGER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? INFECTED L 4TH TOE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? INFECTED PICC LINE,8.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0
? INFECTED PORT,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0
? INFECTED RIGHT FEM GRAFT,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
? INFECTED TET SHOT,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
? INFECTION,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? INFECTION L HAND,0.0,9.0,0.0,1.0,0.0,8.0,0.0,11.1
? INFECTION POST EXTRACTION,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
? INFECTION R HAND,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? INFECTION TO L KNEE,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
? INGESTION,4.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0
? INHALING FUMESON THE JOB,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
? INSECT BITE L LEG ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? IRREGULAR HR,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? ISCHEMIC LEGS ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? IUD DISPLACED,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? IVC CLOT,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
? JAW FX,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? KIDNEY STONE,3.0,50.0,0.0,0.0,3.0,50.0,0.0,0.0
? KIDNEYSTONE,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
? KNEE INFECTION,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? L ARM CELLULITIS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? L ARM INFECTION ,0.0,7.0,0.0,1.0,0.0,6.0,0.0,14.299999999999999
? L BUTTOCK ABSCESS,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
? L CALF PAIN/SWELLING,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
? L DVT,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? L EYE CELLULITIS,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? L HIP DISLOCATION,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
? L WRIST FX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? LABOR,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
? LABOR/?ROM,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? LARGER PNEUMO,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? LARGER SDH,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? LEAKING AORTIC ANEURYSM,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
? LEFT EYE FB,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? LEFT HIP SWELLING/REDNESS,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
? LEFT INDEX FINGER OSTEO,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
? LEFT LEG INFECTION,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
? LIVER LACERATION,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? LLL PNA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
? LOW POTASSIUM,0.0,9.0,0.0,1.0,0.0,8.0,0.0,11.1
? LOWER EXTREMITY SWELLING,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
? LV THROMBUS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
