chiefcomplaint,count
"Lightheaded, Nausea",289
"Dysuria, L Flank pain",289
"Weakness, Abd pain",288
"N/V, Vomiting",288
"Agitation, Altered mental status, ETOH",287
Pneumonia,287
"Abd pain, Urinary retention",287
"Failure to thrive, Weakness",286
URINARY FREQUENCY,286
ABD PAIN/BACK PAIN,286
"L Leg swelling, Wound eval",286
Leg laceration,286
GU EVAL,286
"Unable to ambulate, Weakness",285
"Fever, RUQ abdominal pain",285
HEARING VOICES,285
"L Flank pain, Nausea",285
R Hand laceration,285
"Chest pain, Unable to ambulate",284
"Abnormal labs, Leg swelling",284
"Diarrhea, Vomiting",284
"PE, Transfer",284
"Chest pain, Diarrhea",283
"Dyspnea, Lethargy",283
"n/v/d, RLQ abdominal pain",282
FINGER LACERATION,282
FOLEY EVAL,282
TOOTH PAIN,282
LUQ PAIN,281
R HAND INJURY,281
"ETOH, L Leg pain",280
"Cough, Wheezing",280
"Dyspnea, Nausea",280
"SI,___",280
"Substance use, SI",279
"s/p Fall, Knee pain",279
HUNGRY,278
"Abd pain, Assault",278
"Leg pain, s/p Fall",278
R Thumb laceration,278
Shoulder pain,278
ASTHMA FLARE,277
"R Arm pain, R Arm swelling",277
"Hematemesis, N/V",277
?SEIZURE,277
N/V/ABD PAIN,277
"Fever, L Flank pain",277
"Lower abdominal pain, Pregnant",276
"Abd pain, s/p Fall",276
"Cough, N/V",276
"R Flank pain, Hematuria",276
"Weakness, Diarrhea",276
VAGINAL BLEED,276
L Leg cellulitis,276
BILATERAL LEG SWELLING,275
"s/p Fall, SDH",275
"Dyspnea, Chest pain, Cough",275
"L Arm pain, s/p Fall",275
"ETOH, Hallucinations",275
AMS,274
"Abnormal labs, Chest pain",273
"ETOH, Hallucinations, SI",273
DEPRESSION/SI,273
"Head injury, Headache",272
EXPOSURE,272
Nose pain,272
"Lower back pain, Leg pain",272
SI W/ PLAN,272
MED ERROR,272
"Fever, UTI",272
"Nausea, Abd pain",271
Tongue swelling,271
CHF,270
"Weakness, Unable to ambulate",270
RIGHT SIDED WEAKNESS,270
"Dyspnea, Epigastric pain",270
"Dyspnea, R Rib pain",270
"MVC, Back pain",270
"Abd pain, ETOH, N/V",269
"N/V, Hyperglycemia",269
"Fever, Altered mental status",269
"Dyspnea, R Flank pain",269
Elevated INR,269
"AH, Depression",269
EAR PAIN,267
SA,267
S/P FALL +ETOH,266
"Back pain, Fever",266
"Abd pain, Rectal pain",265
AFIB,265
PICC EVAL,265
RIB PAIN,265
PAIN CONTROL,265
"Fever, RLQ abdominal pain",264
"Palpitations, Dizziness",264
RESPIRATORY DISTRESS,263
"Asthma exacerbation, Chest pain",263
SEPSIS,263
Staples removal,262
CP/ETOH,262
ICD eval,262
L Facial droop,262
"Chest pain, Dyspnea, Cough",261
R Leg Redness,261
"Lower abdominal pain, Nausea",260
"B Leg swelling, Leg pain",260
"Dyspnea, s/p Fall",260
"Abnormal labs, Dizziness",260
"Fever, Dysuria",260
"Anemia, Abnormal labs",260
"Chest pain, L Arm numbness",259
"Dysuria, Urinary retention",259
Decreased PO intake,259
"Lower back pain, L Leg pain",259
"Epigastric pain, ETOH",259
Eye redness,259
"Headache, MVC",259
S/P SYNCOPE,258
R Breast pain,257
"Abnormal EKG, Chest pain",256
L Ankle swelling,256
"Abd pain, Nausea, Vomiting",255
"Body pain, s/p Fall",254
HEMETEMESIS,254
NASAL CONGESTION,253
"Weakness, Fever",253
"Hematuria, Abd pain",253
PNEUMONIA,252
"Weakness, N/V",252
COPD EXACERBATION,252
"ILI, n/v/d",252
"Confusion, s/p Fall",251
"Confusion, Headache",251
"Dyspnea on exertion, Weakness",251
NECK SWELLING/PAIN,251
"s/p Fall, L Arm pain",250
L RIB PAIN,250
"Fever, Cough, Chest pain",250
"Fever, Cough, ILI",249
"Abdominal distention, Jaundice",249
L Thigh pain,249
L EYE PAIN,249
Scrotal pain,249
"Hip pain, s/p Fall",249
"ETOH, ILI",248
"Dyspnea, Lightheaded",248
L GROIN PAIN,248
FISTULA EVAL,248
CAST EVAL,248
BLEEDING,248
"Rash, Wound eval",248
"Dyspnea, Hypertension",247
"ETOH, R Knee pain",246
"Abd pain, Dizziness, Nausea",246
BODY ACHES,246
"Dyspnea, Dyspnea on exertion",246
DOESN'T FEEL WELL,245
REQUESTING EVAL,245
L LEG SWELLING,245
"R Arm pain, Wound eval",245
"Back pain, Numbness",244
Lab request,244
BREAST PAIN,244
"Dyspnea, R Leg pain",244
L Hand numbness,244
Fecal incontinence,244
"Allergic reaction, Facial swelling",244
R LEG SWELLING,244
"Hematuria, Dysuria",244
"Constipation, Rectal pain",243
"Cough, Pain",243
"Back pain, Lower back pain",243
"Dyspnea on exertion, Leg swelling",242
PANIC ATTACK,242
"Chest pain, Hemoptysis",242
"Agitation, SI",242
Hand pain,242
"n/v/d, Fever",242
PSYCHE EVAL,241
"s/p Fall, Altered mental status",241
"L Flank pain, Dysuria",241
"ETOH, Fatigue",241
ETOH/FALL,241
"Abd pain, Right sided abdominal pain",241
"ETOH, BRBPR",241
"Abd pain, L Leg pain",240
R Leg injury,240
"s/p Fall, Neck pain",240
"s/p Fall, Hip pain",239
L Finger pain,239
"R Flank pain, Right sided abdominal pain",239
"s/p Fall, Seizure",238
"Chest pain, Leg pain",238
POST OP PAIN,237
R WRIST PAIN,237
"Respiratory distress, Transfer",237
Elevated D-dimer,237
CROHNS FLARE,237
"Fever, Rash",236
"Altered mental status, Overdose",236
S/P UNRESPONSIVE,236
MENTAL STATUS CHANGES,236
"Abd pain, Lethargy",236
"Fever, R Flank pain",236
"Chest pain, Wound eval",235
"R Hip pain, R Leg pain",235
MEDICAL CLEARANCE,235
SLIP AND FALL,235
EVAL,234
S.I,234
"Weakness, Confusion",234
"N/V, R Flank pain",234
"CP,SOB",233
"Back pain, Cough",233
"Confusion, Lethargy",233
"Hematemesis, Transfer",233
RIGHT SIDED CHEST PAIN,232
"ETOH, Unresponsive",232
?OD,231
"Seizure, Headache",231
ABD PAIN/NAUSEA,231
"L Knee pain, L Knee swelling",231
"AH, Paranoid delusion",231
"s/p Fall, L Leg pain",230
Gum bleeding,230
R Eye redness,230
Weight gain,230
"DVT, Transfer",229
TRIP AND FALL,229
"RUQ abdominal pain, Vomiting",229
"Headache, Unsteady gait",228
HALLUCINATIONS/DELUSIONS,228
ABNORMAL MRI,227
"Chest pain, Difficulty breathing",227
"L Ankle pain, s/p Fall",227
Breast pain,226
"Confusion, Dizziness",226
"Chills, Fever",226
AUDITORY HALLUCINATIONS,225
ABD CRAMPING,224
R Lower back pain,224
PE,224
"s/p Fall, R Knee pain",224
NEPHROSTOMY TUBE EVAL,224
"R Leg pain, Wound eval",224
"Dyspnea on exertion, Hypoxia",223
"Abd pain, Lightheaded",223
"Abd pain, Confusion",223
Head lac,223
"L Knee pain, ETOH",223
"Abnormal labs, Body pain",222
"Cough, Asthma exacerbation",222
"Cellulitis, Transfer",222
LOWER ABDOMINAL PAIN,222
"Abdominal distention, Constipation",222
"Hallucinations, HI, SI",221
LAP,221
"ETOH, Suture removal",221
"ILI, Dyspnea",220
L THIGH PAIN,220
"Hypoglycemia, Altered mental status",220
"ETOH, s/p Fall, Laceration",220
SUBSTANCE WITHDRAWAL,220
"Transfer, Chest pain",220
"N/V, Epigastric pain",220
"Asthma exacerbation, ILI",219
"Fever, Diarrhea",219
HEAD LAC,219
"Hypotension, Dizziness",219
L Eye redness,219
"Back pain, Syncope",219
Motorcycle accident,219
NAUSEA VOMITING,219
"R Arm pain, R Shoulder pain",219
"SI, Wound eval",219
FEEL VERY BAD,219
ALT MS,218
"Headache, Syncope",218
"Lower back pain, Transfer",218
ABD CRAMPS,217
AGITATED,217
"Dysuria, Pelvic pain",216
"Back pain, Substance use",216
"Anxiety, Insomnia",216
"Headache, Facial numbness",216
Hypokalemia,215
"Agitation, Altered mental status",215
"Dizziness, Transfer",214
"Altered mental status, Dyspnea",214
Arm pain,214
L Back pain,213
"s/p Fall, L Rib pain",213
L Leg numbness,213
"Altered mental status, Hyperglycemia",212
REQUESTING MED CLEARANCE,212
"Back pain, R Flank pain",212
"RLQ abdominal pain, R Flank pain",212
"Chest pain, Jaw pain",211
"ETOH, Pneumonia",211
"Back pain, Headache",211
RLE SWELLING,211
ITCHING,211
LEFT EYE PAIN,211
R Finger injury,211
"Back pain, N/V",210
"Hematuria, L Flank pain",210
LUQ ABDOMINAL PAIN,210
"s/p Fall, L Rib pain, ETOH",210
"s/p Fall, Head injury, Unable to ambulate",210
"SI, HI, Seizure",210
"Agitation, L Foot pain, L Hip pain",210
"ETOH, L Hip pain, L Rib pain",210
"Elbow pain, Detox",210
FOR DETOX. TO ___,210
"Detox, Neck pain",210
"ETOH, Unable to ambulate, Cough",210
"Unable to ambulate, R Shoulder pain",210
"ETOH, Fecal incontinence",210
"Right sided abdominal pain, N/V",210
"L Wrist pain, Slurred speech, ETOH",210
"ETOH, Unsteady gait, Head lac",210
"L Arm pain, ETOH",210
R Leg numbness,209
"N/V, Wound eval",209
"DKA, Transfer",209
"LLQ abdominal pain, Vomiting",209
RIGHT HAND INJURY,209
"Weakness, Leg pain",208
WOUND INFECTION,208
"B Leg pain, ETOH",208
Anorexia,208
"Abd pain, Palpitations",207
"Nausea, RUQ abdominal pain",207
ABDOMINAL MASS/DISTENTION,207
R Facial droop,207
"Anemia, Transfer",206
"Abnormal labs, Hypotension",206
"s/p Fall, Confusion",206
"L Flank pain, N/V",206
CP/ABD PAIN,206
"Chest pain, Sore throat",206
"ETOH, CRACK",206
"Substance use, ETOH",206
"N/V, Transfer",206
"Back pain, Urinary frequency",206
NSTEMI,205
EVALUATION,205
"ILI, Chest pain",205
UNABLE TO VOID,205
"Back pain, L Hip pain",205
MECHANICAL FALL,204
"Abd pain, SI",204
"ETOH, PSYCH EVAL",204
"Dizziness, Hyperglycemia",204
"Melena, Weakness",204
L Facial swelling,204
"Rib pain, s/p Fall",204
HEART RACING,204
"Altered mental status, Headache",203
UNABLE TO AMBULATE/ETOH,203
Leg numbness,203
"Sore throat, ILI",203
ABD DISTENTION,203
SOCIAL PROBLEM,202
"Abd pain, N/V, Transfer",202
RLQ ABD PAIN,202
SOB/ETOH,202
DON'T FEEL WELL,202
"Wheezing, Cough",202
REQUESTS EVAL,202
"Headache, Hyperglycemia",201
"Abd pain, Diarrhea, Vomiting",201
FINGER INJURY,201
S/P HYPOGLYCEMIA,201
"Headache, Lightheaded",201
"Chest pain, Hypoxia",201
MEDICATION ERROR,201
COLD EXPOSURE,201
SI/OD,201
"Body pain, Weakness",200
R Heel pain,200
L Neck pain,200
"Weakness, Altered mental status",200
"Altered mental status, Unable to ambulate",200
"ETOH, Hematuria",200
"Anemia, Fatigue",200
"Abd pain, R Shoulder pain",200
MIGRAINE HA,200
CHEST BURNING,199
R EAR PAIN,199
"Confusion, Unsteady gait",199
"SI, OD",199
SOCIAL WORK CONSULT,198
BURN,198
HIVES,198
"LUMPS, BUMPS, CALLUSES",198
Hand swelling,198
"Confusion, Fever",197
"C-spine fracture, s/p Fall, Transfer",197
"Headache, Cough",197
"Abd pain, Rash",197
"BRBPR, Vomiting",197
"s/p Fall, SDH, Transfer",197
"Dyspnea, Hemoptysis",196
UNABLE TO URINATE,196
"L Shoulder injury, s/p Fall",196
"Dyspnea, Abnormal labs",196
MS FLARE,196
"L Ankle pain, L Knee pain",196
DRAIN EVAL,196
"Chest pain, Elevated D-dimer",196
LEFT GROIN PAIN,195
L Leg Redness,195
"Syncope, Dizziness",195
FOREIGN BODY,195
"Vaginal bleeding, Transfer",195
"N/V, ETOH",195
"R Elbow pain, s/p Fall",194
"Body pain, Sickle cell crisis",194
"SI, Detox",194
"ETOH, SOB",193
"NAUSEA, VOMITING",193
HAND AND FOOT PAIN,193
"Cardiac arrest, Transfer",193
R SHOULDER INJURY,193
Skin erythema,193
"ETOH, AGITATED",193
"Back pain, Unable to ambulate",193
R/O UTI,193
"Headache, Vertigo",193
APPEARS INTOX,192
"Dizziness, ETOH",192
"Abnormal labs, Altered mental status",192
L Leg injury,192
"Fever, LUQ abd pain",192
"Syncope, Weakness",192
"L Flank pain, Urinary frequency",192
"Foot pain, Leg swelling",192
Stab wound,192
"Abd pain, N/V, Pregnant",192
CYST,192
"Abd pain, Chest pain, SI",191
Suicide attempt,191
"Hematemesis, Melena",191
"Hypoxia, Syncope",191
"Unable to ambulate, Hypotension",191
"Back pain, Wound eval",191
"Lower back pain, ETOH",191
"N/V, Diarrhea",190
"L Flank pain, LLQ abdominal pain",190
"L Hip pain, ETOH",190
"L Leg injury, s/p Fall",190
"Headache, Abd pain",190
R/O SEPSIS,190
"Dehydration, N/V",189
"Fever, Chest pain",189
EU CRITICAL/UNRESPONSIVE,189
"Melena, Abd pain",189
"BRBPR, N/V",189
"Pancreatitis, Transfer",189
"Abd pain, Hypertension",189
LIP SWELLING,189
BIL FOOT PAIN,189
"Cough, Hemoptysis",188
"Allergic reaction, Dyspnea",188
L EAR PAIN,188
"Back pain, L Shoulder pain",188
"___, SI",188
"Abd pain, Fatigue",188
ANXIOUS,188
"n/v/d, RUQ abdominal pain",187
"L Arm pain, Neck pain",187
"ETOH, SI, Substance use",187
"Lower abdominal pain, N/V",187
LEFT SIDED WEAKNESS,187
REQ DETOX,187
Eye eval,187
"LLQ abdominal pain, N/V",187
"Abd pain, Foot pain",186
"Leg pain, Lower back pain",186
"Diarrhea, N/V",186
"Hypoglycemia, Weakness",186
"Weakness, Fatigue",186
"Fever, Back pain",185
N&V,185
"Fever, Neutropenia",185
SYNCOPAL EPISODE,185
R/O INFECTION,185
WOUND,185
"Confusion, Seizure",185
"Cough, Fatigue",185
"Anxiety, Headache",185
"Abnormal labs, Hyperglycemia",184
SICKLE CELL PAIN,184
INTOXICATION,184
"Abd pain, Anemia",184
FOUND SITTING ON GROUND,184
"ETOH, Dyspnea on exertion",184
"ETOH, FACE PAIN",184
"AGITATED, L Arm pain",184
SUBSTANCE USE/SOB,184
BODY PAIN ? PNEUMONIA,184
REQ   DETOX,184
"COPD, LAC TO NOSE",184
UNABLE TO AMBULATE/ETOH/CP,184
"Detox, SI, ETOH",184
"ETOH, Hypoxia, Dyspnea",184
"Hypoxia, ETOH",184
TOO COLD OUT,184
"Unsteady gait, ETOH, Dyspnea",184
"ETOH, ARM PAIN",184
"ETOH, Dyspnea, Hypoxia",184
"""CHRONIC PAIN AND THEY TOLD ME TO COME IN""",184
ETOH/PNA,184
"ETOH, L Arm numbness",184
SOB/SUBSTANCE USE,184
ETOH/SOB,184
"Chest pain, R Flank pain",184
"Back pain, R Hip pain",184
"SI, Transfer",184
"Lower back pain, Dysuria",184
VISUAL DISTURBANCE,184
MOUTH PAIN,184
"Dyspnea, ETOH, Hypoxia",184
"Sore throat, Neck pain",184
MANIC,184
INGESTION,184
DETOX/PNA,184
SOB/ ADMITS TO ETOH,184
ETOH/LOW SAT,184
S/P CHEST PAIN,183
"Lower back pain, R Hip pain",183
B Shoulder pain,183
R Eye eval,183
EARACHE,183
"Dizziness, Neck pain",183
R HAND PAIN,183
"Lethargy, Unable to ambulate",183
"Dyspnea, Anxiety",183
"Body aches, ILI",182
"Hypotension, Syncope",182
MIGRANE,182
L Knee swelling,182
"LLQ abdominal pain, Nausea",182
"Cough, Neck pain",182
"Assault, Transfer",181
"Cough, Dyspnea, Leg swelling",181
"Alcohol withdrawal, N/V",181
LEFT EAR PAIN,181
FINGER PAIN,181
"n/v/d, Hyperglycemia",181
"Body pain, Headache",181
"Abd pain, Cough",180
"Abd pain, Fever, Transfer",180
CENTRAL LINE EVAL,180
"R Wrist pain, s/p Fall",180
MED REACTION,180
FEELING UNWELL,180
"Dyspnea on exertion, Palpitations",179
"Dyspnea, Tachypnea",179
"Back pain, Hip pain",179
"RUQ abdominal pain, Chest pain",179
"Lower abdominal pain, Vomiting",179
"Hematemesis, SI",179
"ETOH, R Back pain",179
GEN WEAKNESS,178
FEEDING TUBE EVAL,178
"Lightheaded, Palpitations",178
GENERAL MALAISE,178
L Facial pain,178
"Depression, Abd pain",178
"Fever, Chills",178
"BRBPR, ETOH, Hematemesis",178
"RUQ abdominal pain, Fever",177
"Back pain, Abd pain",177
"Weakness, Lethargy",177
"SI, ETOH, Depression",177
"Abd pain, ILI",177
"R Foot pain, SI",177
"Vaginal bleeding, Lower abdominal pain",177
"Difficulty swallowing, Sore throat",177
"Assault, Headache",176
"Headache, L Eye pain",176
"Chest pain, Hypotension",176
"ETOH, R Rib pain",176
"Flank pain, N/V",176
L HAND PAIN,176
FACIAL PAIN (NONTRAUMATIC/NONDENTAL),176
+SI ,176
"Lower back pain, Substance use",176
"BRBPR, Dyspnea",176
"Chest pain, R Shoulder pain",175
"Back pain, Nausea",175
"Dyspnea, Med refill",175
"Hyperglycemia, ETOH",175
"N/V, ILI",175
ANKLE PAIN,175
"Body aches, Chills",175
"Abdominal distention, Transfer",175
"Chest pain, Confusion",174
DIFFICULTY WALKING,174
B Leg weakness,174
"Lower abdominal pain, n/v/d",174
S.I.,173
"R Ankle pain, R Ankle swelling",173
CHEST PAINS,173
"SI, L Hand pain",173
"Assault, R Rib pain",173
Human bite,173
"Fever, Confusion",172
"Headache, Vision changes",172
"R Ankle injury, s/p Fall",172
"Facial swelling, Sore throat",172
L CP,172
HAND PAIN,172
JAUNDICE,172
"SI, Laceration",172
"Leg swelling, Wound eval",172
ABNORMAL CT,171
"Dyspnea, Wound eval",171
"Chest pain, Body pain",171
"Fever, L Leg pain",171
"Chest pain, Cough, ILI",171
DYSPHAGIA,171
"R Leg swelling, R Leg pain",171
"Chest pain, Substance use",171
R Facial swelling,171
"Cough, Vomiting",171
"ETOH, Hemoptysis",171
"Chest pain, Shoulder pain",171
SUPRAPUBIC PAIN,170
"AH, ETOH, SI",170
"ETOH, Facial droop, Slurred speech",170
"CHEST PAIN, VOMITTING",170
AUDITORY HALLUCINATION,170
"L Knee pain, SI, Substance use",170
"Facial droop, SI",170
"ETOH, Epigastric pain",170
"Chest pain, ETOH, Cocaine intoxication",170
"AH, Chest pain, ETOH",170
"Hematemesis, AH, Psych",170
"Chest pain, Epigastric pain, Hematemesis",170
"SI, Depression, Lower back pain",170
"R Knee pain, SI",170
"Substance use, Facial pain",170
"Neck pain, Headache",170
"MVC, Pregnant",170
"Neck pain, ETOH",170
"RUQ abdominal pain, Nausea",170
CP/ABD PAIN/VOMITING BLOOD,170
"Chest pain, Vomiting, Abd pain",170
"SI, AH, Abd pain",170
"Body pain, Fever",170
ETOH/CP,170
"CHEST PAIN, VOMITING BLOOD",170
"Genitourinary pain, SI",170
CHANGE IN MS,170
"Rash, Allergic reaction",169
"Asthma exacerbation, Wheezing",169
"L Arm pain, L Arm swelling",169
HEADACHE ,169
"L Wrist pain, s/p Fall",169
VAGINAL DISCHARGE,169
"Abdominal distention, Leg swelling",169
FEELS DEHYDRATED,169
MCC,169
L Finger laceration,168
"Dyspnea, Leg pain",168
R Eye swelling,168
"Dizziness, ILI",168
LLQ ABD PAIN,168
"Headache, R Eye pain",168
"Wound eval, Abd pain",168
"N/V, Tachycardia",168
"Abd pain, NV",168
LLE SWELLING,168
"R Flank pain, n/v/d",167
"Abd pain, Abdominal distention, N/V",167
"R Leg pain, Weakness",167
"Syncope, Hypotension",167
ASSAULTED,167
RENAL FAILURE,167
"Confusion, Altered mental status",167
"ETOH, L Rib pain, s/p Fall",167
HAND INJURY,167
"ETOH, Lower back pain, s/p Fall",167
"ETOH, Laceration, s/p Fall",166
"Cough, Dyspnea, Fever",166
"Dyspnea, Foot pain",166
"Back pain, Leg weakness",166
"Abd pain, Failure to thrive",166
"Abd pain, Altered mental status",166
NG TUBE EVAL,166
R Finger pain,166
"Fever, Lower back pain",166
"Transfer, Altered mental status",166
L WRIST PAIN,165
LEFT LEG REDNESS,165
Angioedema,165
"L Wrist injury, s/p Fall",165
"Abd pain, Nausea, Weakness",165
BACK PAIN ,165
Foot injury,165
"Headache, Confusion",165
"ILI, Rash",165
"Lower back pain, Weakness",165
"MVC, Lower back pain",165
Labor,164
EXHAUSTION,164
RIGHT GREAT TOE INJURY,164
"Chest pain, MVC",164
"n/v/d, Abdominal distention",164
"Neck pain, Shoulder pain",164
"Nausea, Lightheaded",164
"Hypoxia, Lethargy",163
"Chest pain, Asthma exacerbation",163
LEFT SIDED PAIN,163
"Chest pain, Abnormal labs",163
WITHDRAWAL,163
"Fever, Productive cough",163
"R Leg pain, R Leg Redness",162
BILAT FOOT PAIN,162
"RED EYE, DISCHARGE",162
"Hypotension, Lethargy",162
"Lower back pain, Nausea",162
"Fever, Neck pain",162
R Finger laceration,161
"Chest pain, R Knee pain",161
"Abnormal labs, BRBPR",161
"Cough, Productive cough",161
"Dyspnea, Pneumonia",161
Food bolus,161
"Pelvic pain, Vaginal bleeding",161
"B Leg swelling, R Arm pain",160
"Abd pain, Hyperglycemia, Nausea",160
TREMOR,160
"s/p Fall, SAH, Transfer",160
GOUT,160
"R Flank pain, s/p Fall",160
"Fever, Flank pain",160
"Altered mental status, Slurred speech",159
"Abnormal labs, Back pain",159
"Abnormal labs, Abd pain",159
SOB/CP,159
VOMITING/ABD PAIN,159
UPPER BACK PAIN,159
NAUSEA AND VOMITING,159
"SI, Psych eval",159
"Abd pain, BRBPR, Dysuria",159
Ankle pain,158
FEVER/COUGH,158
"Cough, Lethargy",158
MIGRAINES,158
"Abd pain, L Shoulder pain",158
"Chest pain, Cough, Fever",157
"Hypotension, Hypoxia",157
"L Flank pain, s/p Fall",157
KIDNEY STONE,157
"Syncope, Head injury",157
"Headache, Head injury",157
"Back pain, Sickle cell crisis",156
Chronic abdominal pain,156
Midline eval,156
R Knee swelling,156
"Abd pain, Epigastric pain, Tachycardia",156
"Abd pain, Chest pain, Upper back pain",156
"Abd pain, Abscess",156
"Epigastric pain, Vomiting, Palpitations",156
"Abnormal CT, Headache",156
"L Flank pain, Hematuria",156
"Tremor, Weakness",156
CHANGE MS,156
"Abd pain, Fever, Toe pain",156
"Body pain, Leg swelling",155
COUGH/SOB,155
APPEARS INTOXICATED,155
"Vision changes, Headache",155
"ETOH, Hypertension",155
"Weakness, Cough",155
THROAT TIGHTNESS,155
SUPRAPUBIC TUBE LEAKING,155
"Abnormal MRI, Back pain",155
"Hyperglycemia, Urinary frequency",154
LEFT BREAST PAIN,154
"L Leg Redness, L Leg swelling",154
"Dizziness, Slurred speech",154
BLACK STOOLS,154
"Transfer, Dyspnea",154
URI,154
"Atrial fibrillation, Palpitations",154
"Back pain, Flank pain",154
"Abd pain, Nausea, Diarrhea",153
L TOE PAIN,153
BLEEDING GUMS,153
"Fever, Hypoxia",153
"Urinary frequency, Hyperglycemia",153
"Weakness, Tachycardia",153
ELEVATED INR,153
"L Foot pain, R Foot pain",153
"Lightheaded, Presyncope",153
FACIAL TRAUMA,153
ABD PAIN WITH N/V,153
"Flank pain, Hematuria",152
"Back pain, L Leg numbness",152
"Abnormal labs, Fatigue",152
"ABD PAIN, NAUSEA",152
"Abscess, Wound eval",152
R ABD PAIN,152
"Chest pain, Difficulty swallowing",152
R Thigh pain,152
"Vomiting, Weakness",152
"Headache, R Weakness",151
"Anxiety, Paranoid delusion",151
"Weakness, Abnormal labs",151
WANTS DETOX ,151
"L Shoulder pain, MVC",151
POST OP BLEEDING,151
"Psych, SI",151
R CHEST PAIN,151
"Depression, Anxiety",151
BLEEDING FISTULA,150
RAPID AFIB,150
FOOT INFECTION,150
"Seizure, Abd pain",150
"SI, Depression, ETOH",150
"R Leg swelling, Wound eval",150
LAB DRAW,150
"Diarrhea, ILI",150
"Abd pain, L Knee pain",150
"Dyspnea, Abnormal EKG",150
DKA,150
ALLERGIC RX,150
"Hallucinations, Psych eval",149
RLE CELLULITIS,149
R/O DVT,149
OVERDOSE INGESTION,149
"Hematemesis, Abd pain",149
Coccyx pain,149
"Bradycardia, Chest pain",149
"Abd pain, Abnormal labs, Transfer",149
"s/p Fall, Chest pain",149
PENILE PAIN,149
R/O PNA,149
GETTING HIGH,148
"SI, HI, Hallucinations",148
"Sore throat, Ear pain",148
"L Knee pain, Substance use",148
Ankle swelling,148
"Nausea, RLQ abdominal pain",148
"Abd pain, Abdominal distention, Substance use",148
"ABD PAIN , DIARRHEA",148
"Abd pain, BRBPR, ETOH",148
"Weakness, Anemia",148
REQUEST DETOX,148
"Abdominal distention, N/V",148
RUQ ABD PAIN,148
"Seizure, Altered mental status",148
"AAA, Transfer",148
SOCIAL EVAL,148
"Assault, ETOH, Facial pain",148
"ETOH, SI, Slurred speech",148
"Hematemesis, Abdominal distention",148
L CHEST PAIN,148
L Leg weakness,147
ITCHY,147
CONFUSED,147
R Back pain,147
"Chest pain, R Leg pain",147
"Chest pain, Dyspnea, N/V",147
"Transfer, GI bleed",147
DOG BITE,147
INSOMNIA,147
"Abd pain, Hemoptysis",147
"ETOH, HI",147
"Abd pain, Chills",147
"Back pain, MVC, Neck pain",147
"Dyspnea, RLQ abdominal pain",147
"Elevated troponin, Transfer",147
BILATERAL KNEE PAIN,147
"Hemoptysis, Chest pain",147
ABD PAIN/DIARRHEA,146
FEELS VERY BAD,146
"Leg pain, Neck pain",146
"R Flank pain, Abd pain",146
B Leg Redness,146
"Dizziness, Headache, Nausea",146
RX REFILL,146
"Dyspnea, Cough, ILI",146
LEFT FOOT INJURY,146
Periumbilical pain,146
"ETOH, Rash",146
